Well	Row	Column	Timepoint	Compound	Conc	Non-border cells - Number of Objects	Non-border cells - Total Spot Area - Mean per Well	Non-border cells - Relative Spot Intensity - Mean per Well	Non-border cells - Number of Spots - Mean per Well	Non-border cells - Number of Spots per Area of Cytoplasm - Mean per Well	Non-border cells - Intensity Nucleus HOECHST 33342 Mean - Mean per Well	Non-border cells - Nucleus Area [µm²] - Mean per Well	Non-border cells - Nucleus Roundness - Mean per Well	Non-border cells - Nucleus Symmetry 02  - Mean per Well	Non-border cells - Nucleus Symmetry 03  - Mean per Well	Non-border cells - Nucleus Symmetry 04  - Mean per Well	Non-border cells - Nucleus Symmetry 05  - Mean per Well	Non-border cells - Nucleus Symmetry 12  - Mean per Well	Non-border cells - Nucleus Symmetry 13  - Mean per Well	Non-border cells - Nucleus Symmetry 14  - Mean per Well	Non-border cells - Nucleus Symmetry 15  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 30%  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 40%  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 50%  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 60%  - Mean per Well	Non-border cells - Nucleus Axial Small Length  - Mean per Well	Non-border cells - Nucleus Axial Length Ratio  - Mean per Well	Non-border cells - Nucleus Radial Mean  - Mean per Well	Non-border cells - Nucleus Radial Relative Deviation  - Mean per Well	Non-border cells - Nucleus Profile 1/2  - Mean per Well	Non-border cells - Nucleus Profile 2/2  - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Spot 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Hole 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Edge 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Ridge 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Valley 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Saddle 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Bright 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Dark 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Correlation 1 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Contrast 1 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Sum Variance 1 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Homogeneity 1 px - Mean per Well	Non-border cells - Intensity Spots MCTracker Deep Red Mean - Mean per Well	Non-border cells - Spots Area [µm²] - Mean per Well	Non-border cells - Spots Roundness - Mean per Well	Non-border cells - Spots Width [µm] - Mean per Well	Non-border cells - Spots Length [µm] - Mean per Well	Non-border cells - Spots Symmetry 02  - Mean per Well	Non-border cells - Spots Symmetry 03  - Mean per Well	Non-border cells - Spots Symmetry 04  - Mean per Well	Non-border cells - Spots Symmetry 05  - Mean per Well	Non-border cells - Spots Symmetry 12  - Mean per Well	Non-border cells - Spots Symmetry 13  - Mean per Well	Non-border cells - Spots Symmetry 14  - Mean per Well	Non-border cells - Spots Symmetry 15  - Mean per Well	Non-border cells - Spots Threshold Compactness 30%  - Mean per Well	Non-border cells - Spots Threshold Compactness 40%  - Mean per Well	Non-border cells - Spots Threshold Compactness 50%  - Mean per Well	Non-border cells - Spots Threshold Compactness 60%  - Mean per Well	Non-border cells - Spots Axial Small Length  - Mean per Well	Non-border cells - Spots Axial Length Ratio  - Mean per Well	Non-border cells - Spots Radial Mean  - Mean per Well	Non-border cells - Spots Radial Relative Deviation  - Mean per Well	Non-border cells - Spots Profile 1/5  - Mean per Well	Non-border cells - Spots Profile 2/5  - Mean per Well	Non-border cells - Spots Profile 3/5  - Mean per Well	Non-border cells - Spots Profile 4/5  - Mean per Well	Non-border cells - Spots Profile 5/5  - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Spot 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Hole 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Edge 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Ridge 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Valley 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Saddle 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Bright 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Dark 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Correlation 1 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Contrast 1 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Sum Variance 1 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Homogeneity 1 px - Mean per Well	Non-border cells - Intensity Cytoplasm Alexa 594 Mean - Mean per Well	Non-border cells - Intensity Cell Alexa 488 Mean - Mean per Well
A4	1	4	3	FCCP	15	730	1520.36	0.04	52.79	0.01	11009.38	128.06	0.97	0.12	0.04	0.03	0.02	0.18	0.05	0.04	0.03	1.11	1.1	1.05	0.96	6.22	0.8	6.62	0.4	0.93	1.21	0.02	0	0.13	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.44	10042.29	535.33	0.11	4.2	14.41	0.38	0.18	0.21	0.16	0.48	0.22	0.29	0.21	0.31	0.38	0.47	0.58	17.55	0.52	25.5	0.46	0.98	1.24	1.75	1.19	1.12	0.01	0	0.08	0.02	0	0.01	0.03	0	0.93	0.02	0.19	0.43	692.54	628.14
A4	1	4	4	FCCP	15	732	1473.57	0.04	50.54	0.01	11304.38	125.93	0.97	0.13	0.04	0.03	0.02	0.18	0.05	0.04	0.03	1.11	1.09	1.03	0.94	6.16	0.79	6.56	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.43	10152.13	518.85	0.12	4.22	14.56	0.39	0.18	0.21	0.16	0.49	0.22	0.29	0.21	0.32	0.39	0.47	0.58	17.32	0.52	25.31	0.46	0.98	1.23	1.7	1.2	1.16	0.01	0	0.07	0.02	0	0.01	0.03	0	0.92	0.02	0.18	0.44	706.76	693.23
A4	1	4	5	FCCP	15	738	1430.73	0.04	46.47	0.01	10882.37	125.28	0.96	0.12	0.04	0.03	0.02	0.18	0.05	0.04	0.03	1.11	1.1	1.05	0.97	6.13	0.8	6.52	0.4	0.92	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.02	0.06	0.43	9684.31	503.71	0.13	4.25	14.84	0.39	0.18	0.22	0.17	0.49	0.22	0.3	0.22	0.33	0.39	0.48	0.58	17.16	0.52	25.33	0.46	0.98	1.23	1.78	1.3	1.29	0.01	0	0.07	0.02	0	0.01	0.03	0	0.93	0.02	0.2	0.46	739.26	731.79
A4	1	4	6	FCCP	15	737	1409.24	0.04	46.49	0.01	11398.33	123.4	0.96	0.12	0.04	0.03	0.02	0.18	0.05	0.04	0.03	1.11	1.09	1.04	0.97	6.07	0.8	6.46	0.4	0.92	1.23	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.02	0.06	0.42	9891.21	496.2	0.12	4.28	14.69	0.39	0.19	0.22	0.17	0.5	0.22	0.3	0.22	0.32	0.39	0.48	0.58	17.26	0.51	25.59	0.46	0.98	1.22	1.73	1.31	1.31	0.01	0	0.07	0.02	0	0.01	0.03	0	0.93	0.02	0.19	0.46	755.79	784.21
A4	1	4	7	FCCP	15	752	1328.98	0.03	43.24	0.01	11150.6	121.29	0.96	0.13	0.04	0.03	0.02	0.18	0.06	0.05	0.03	1.11	1.09	1.03	0.96	6	0.79	6.42	0.4	0.93	1.23	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.42	9606.5	467.85	0.14	4.22	14.06	0.4	0.18	0.23	0.17	0.5	0.22	0.31	0.22	0.34	0.4	0.49	0.58	16.85	0.51	25.04	0.47	0.98	1.22	1.74	1.34	1.35	0.01	0	0.07	0.02	0	0.01	0.03	0	0.93	0.02	0.19	0.47	757.89	813.03
A4	1	4	8	FCCP	15	748	1300.29	0.03	41.14	0.01	11757.77	118.43	0.95	0.13	0.04	0.03	0.02	0.19	0.06	0.05	0.03	1.1	1.08	1.02	0.95	5.91	0.79	6.34	0.41	0.93	1.23	0.02	0	0.14	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.41	9616.49	457.82	0.14	4.24	14.23	0.4	0.19	0.23	0.17	0.5	0.23	0.31	0.22	0.35	0.42	0.5	0.6	16.7	0.51	24.87	0.47	0.98	1.22	1.77	1.38	1.41	0.01	0	0.07	0.02	0	0.01	0.03	0	0.93	0.02	0.19	0.47	758.01	854.91
A4	1	4	9	FCCP	15	758	1215.76	0.03	37.06	0.01	12015.42	113.62	0.95	0.13	0.04	0.03	0.02	0.19	0.06	0.05	0.03	1.1	1.09	1.04	0.99	5.75	0.78	6.18	0.41	0.93	1.24	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.41	9297.22	427.99	0.16	4.29	14.53	0.41	0.19	0.24	0.17	0.51	0.23	0.31	0.23	0.38	0.44	0.52	0.63	16.28	0.51	24.11	0.47	0.98	1.21	1.84	1.47	1.51	0.01	0	0.07	0.02	0	0.01	0.03	0	0.94	0.02	0.21	0.48	764.03	851.99
A4	1	4	10	FCCP	15	767	1096.17	0.03	33.19	0.01	14867.43	103.97	0.95	0.15	0.05	0.04	0.03	0.21	0.06	0.06	0.04	1.1	1.09	1.04	0.99	5.4	0.76	5.91	0.41	0.93	1.25	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.39	9602.81	385.83	0.18	4.25	14.42	0.4	0.2	0.23	0.17	0.49	0.24	0.3	0.22	0.4	0.46	0.54	0.64	15.27	0.52	22.36	0.47	0.98	1.22	1.81	1.47	1.5	0.01	0	0.08	0.02	0	0.01	0.03	0	0.93	0.02	0.21	0.49	717.54	824.35
A4	1	4	11	FCCP	15	681	742.75	0.02	21.67	0.01	19965.63	88.73	0.93	0.18	0.05	0.05	0.03	0.26	0.08	0.08	0.04	1.09	1.08	1.06	1.03	4.81	0.72	5.5	0.42	0.95	1.27	0.02	0	0.15	0.02	0	0.02	0.03	0	0.84	0.02	0.06	0.39	8328.4	261.5	0.29	3.73	11.68	0.44	0.19	0.26	0.18	0.53	0.23	0.34	0.23	0.53	0.58	0.65	0.73	12.79	0.49	20.1	0.49	0.98	1.2	1.79	1.61	1.65	0.01	0	0.07	0.02	0	0.01	0.03	0	0.89	0.02	0.19	0.5	601.6	648.51
A4	1	4	12	FCCP	15	582	699.06	0.02	21.11	0.01	19919.69	86.03	0.93	0.17	0.05	0.05	0.03	0.25	0.07	0.08	0.04	1.09	1.08	1.06	1.04	4.74	0.73	5.37	0.42	0.95	1.26	0.02	0	0.15	0.02	0	0.02	0.03	0	0.84	0.02	0.06	0.39	7355.72	246.14	0.28	3.69	11.32	0.43	0.2	0.27	0.18	0.53	0.24	0.35	0.24	0.52	0.57	0.65	0.73	12.91	0.49	20.24	0.51	0.98	1.21	1.77	1.64	1.7	0.01	0	0.07	0.02	0	0.01	0.03	0	0.88	0.02	0.19	0.5	573.13	576.26
A4	1	4	13	FCCP	15	563	616	0.02	18.23	0	19619.59	85.78	0.93	0.17	0.05	0.05	0.03	0.24	0.08	0.08	0.04	1.09	1.08	1.07	1.06	4.74	0.73	5.36	0.42	0.95	1.26	0.02	0	0.15	0.02	0	0.02	0.03	0	0.84	0.02	0.06	0.4	6455.54	216.91	0.31	3.59	10.43	0.46	0.2	0.29	0.18	0.55	0.23	0.37	0.23	0.55	0.61	0.67	0.75	12.61	0.46	20.36	0.5	0.98	1.2	1.77	1.65	1.7	0.01	0	0.07	0.02	0	0.01	0.03	0	0.89	0.02	0.18	0.5	554.1	530.2
A4	1	4	14	FCCP	15	560	572.95	0.02	16.98	0	19809.77	78.28	0.93	0.17	0.05	0.05	0.03	0.24	0.08	0.08	0.05	1.09	1.09	1.08	1.07	4.54	0.73	5.14	0.42	0.95	1.27	0.02	0	0.15	0.02	0	0.02	0.03	0	0.83	0.02	0.06	0.4	5966.21	201.67	0.31	3.6	10.61	0.46	0.2	0.28	0.18	0.55	0.23	0.36	0.23	0.56	0.61	0.67	0.74	12.51	0.47	20.49	0.52	0.98	1.22	1.82	1.63	1.68	0.01	0	0.07	0.02	0	0.01	0.03	0	0.87	0.02	0.19	0.5	546.19	503.42
A5	1	5	1	FCCP	15	819	1591.63	0.04	53.34	0.01	10643.85	141.53	0.97	0.13	0.03	0.03	0.02	0.18	0.05	0.04	0.02	1.11	1.11	1.08	1	6.54	0.79	7.02	0.4	0.93	1.19	0.02	0	0.12	0.01	0	0.01	0.03	0	0.85	0.01	0.04	0.48	9229.79	560.45	0.12	4.28	15.22	0.37	0.18	0.21	0.16	0.46	0.22	0.27	0.21	0.34	0.42	0.52	0.64	18.17	0.55	25.28	0.47	0.98	1.25	1.82	1.15	1.02	0.01	0	0.08	0.02	0	0.01	0.03	0	0.92	0.02	0.22	0.43	609.69	451.22
A5	1	5	2	FCCP	15	803	1568.63	0.04	53.86	0.01	11003.33	131.36	0.97	0.13	0.04	0.03	0.02	0.18	0.05	0.04	0.03	1.11	1.1	1.05	0.96	6.28	0.79	6.72	0.4	0.93	1.21	0.02	0	0.13	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.44	9303.17	552.27	0.12	4.2	14.42	0.37	0.18	0.21	0.16	0.47	0.22	0.28	0.21	0.32	0.39	0.49	0.6	17.95	0.54	25.43	0.46	0.98	1.24	1.71	1.2	1.13	0.01	0	0.07	0.02	0	0.01	0.03	0	0.92	0.02	0.19	0.43	637.3	540.41
A5	1	5	3	FCCP	15	789	1560.95	0.04	52.56	0.01	11102.78	131.38	0.97	0.13	0.04	0.03	0.02	0.18	0.05	0.04	0.03	1.11	1.1	1.05	0.97	6.27	0.79	6.7	0.4	0.92	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.02	0.05	0.44	9235.1	549.63	0.12	4.26	14.96	0.38	0.18	0.21	0.16	0.47	0.23	0.28	0.21	0.32	0.39	0.48	0.6	18.19	0.54	25.95	0.46	0.98	1.24	1.71	1.23	1.2	0.01	0	0.07	0.02	0	0.01	0.03	0	0.93	0.02	0.19	0.44	660.32	594.95
A5	1	5	4	FCCP	15	787	1481.88	0.04	47.24	0.01	10670.47	131.21	0.96	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.03	1.11	1.1	1.06	0.98	6.24	0.79	6.67	0.4	0.92	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.02	0.05	0.43	8983.86	521.7	0.12	4.34	14.76	0.38	0.19	0.22	0.16	0.48	0.23	0.29	0.21	0.33	0.41	0.5	0.61	17.79	0.53	25.71	0.46	0.98	1.23	1.72	1.31	1.31	0.01	0	0.07	0.02	0	0.01	0.03	0	0.93	0.02	0.2	0.46	699.8	634.78
A5	1	5	5	FCCP	15	792	1388.7	0.04	45.52	0.01	11276	127	0.96	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.03	1.11	1.09	1.04	0.97	6.13	0.79	6.55	0.4	0.92	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.42	9307.75	488.95	0.13	4.28	14.43	0.38	0.19	0.21	0.16	0.48	0.23	0.29	0.21	0.34	0.41	0.5	0.62	17.48	0.53	25.19	0.46	0.98	1.22	1.67	1.32	1.33	0.01	0	0.07	0.02	0	0.01	0.03	0	0.93	0.02	0.19	0.46	684.1	684.18
A5	1	5	6	FCCP	15	803	1266.87	0.04	39.52	0.01	12349.06	120.34	0.96	0.14	0.04	0.03	0.02	0.2	0.06	0.05	0.03	1.11	1.09	1.05	0.99	5.9	0.78	6.36	0.41	0.93	1.23	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.42	9227.5	446.02	0.15	4.3	14.68	0.4	0.19	0.22	0.17	0.49	0.23	0.3	0.22	0.37	0.44	0.53	0.65	16.62	0.52	24.13	0.47	0.98	1.22	1.76	1.41	1.44	0.01	0	0.07	0.02	0	0.01	0.03	0	0.93	0.02	0.21	0.47	685.87	698.21
A5	1	5	7	FCCP	15	820	1014.23	0.03	31.64	0.01	15450.88	104.8	0.95	0.15	0.05	0.04	0.03	0.22	0.07	0.06	0.04	1.1	1.09	1.06	1.01	5.38	0.75	5.93	0.41	0.94	1.25	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.4	9345.34	357.09	0.19	4.01	13.59	0.4	0.2	0.23	0.17	0.49	0.24	0.3	0.22	0.41	0.48	0.56	0.67	15.13	0.52	21.82	0.47	0.98	1.2	1.73	1.43	1.47	0.01	0	0.08	0.02	0	0.01	0.03	0	0.92	0.02	0.19	0.47	624.69	684.36
A5	1	5	8	FCCP	15	772	725.8	0.03	21.03	0.01	19323.11	87.62	0.94	0.17	0.05	0.05	0.03	0.24	0.07	0.07	0.04	1.1	1.09	1.07	1.05	4.85	0.73	5.46	0.42	0.94	1.27	0.02	0	0.15	0.02	0	0.02	0.03	0	0.84	0.02	0.06	0.39	7979.55	255.48	0.26	3.75	11.58	0.42	0.2	0.25	0.17	0.51	0.23	0.33	0.22	0.49	0.55	0.62	0.72	12.93	0.5	19.42	0.49	0.98	1.2	1.71	1.49	1.54	0.01	0	0.08	0.02	0	0.01	0.03	0	0.9	0.02	0.18	0.49	559.53	561.44
A5	1	5	9	FCCP	15	715	580.31	0.02	16.45	0	19339.2	82.26	0.93	0.17	0.05	0.05	0.03	0.24	0.07	0.07	0.04	1.1	1.09	1.08	1.07	4.7	0.73	5.31	0.42	0.95	1.27	0.02	0	0.15	0.02	0	0.02	0.03	0	0.84	0.02	0.06	0.39	6913.61	204.32	0.31	3.49	10.54	0.43	0.2	0.26	0.18	0.52	0.23	0.34	0.23	0.54	0.6	0.66	0.74	12.21	0.5	18.61	0.51	0.98	1.21	1.74	1.51	1.56	0.01	0	0.07	0.02	0	0.01	0.03	0	0.88	0.02	0.18	0.5	530.53	492.59
A5	1	5	10	FCCP	15	696	539.92	0.02	14.8	0	19959.84	79.89	0.93	0.18	0.05	0.05	0.03	0.25	0.07	0.08	0.04	1.09	1.09	1.08	1.06	4.62	0.72	5.29	0.42	0.95	1.26	0.02	0	0.15	0.02	0	0.02	0.03	0	0.84	0.02	0.06	0.4	6523.93	190.06	0.31	3.56	10.26	0.44	0.21	0.27	0.18	0.53	0.24	0.34	0.23	0.55	0.6	0.66	0.74	11.81	0.48	18.58	0.5	0.98	1.2	1.76	1.59	1.66	0.01	0	0.07	0.02	0	0.01	0.03	0	0.89	0.02	0.18	0.51	527.57	476.25
A5	1	5	11	FCCP	15	686	521.51	0.02	13.87	0	22246.04	78.02	0.93	0.17	0.05	0.05	0.03	0.24	0.07	0.07	0.04	1.1	1.1	1.09	1.08	4.57	0.73	5.17	0.42	0.95	1.28	0.02	0	0.16	0.02	0	0.02	0.04	0	0.84	0.02	0.06	0.39	6185.51	183.54	0.34	3.77	10.94	0.44	0.21	0.27	0.18	0.53	0.24	0.34	0.23	0.59	0.63	0.69	0.77	11.2	0.49	17.47	0.5	0.98	1.2	1.69	1.55	1.62	0.01	0	0.07	0.02	0	0.01	0.03	0	0.87	0.01	0.16	0.51	528.26	474.66
A5	1	5	12	FCCP	15	681	502.45	0.02	13.14	0	23236.62	75.06	0.94	0.17	0.05	0.05	0.03	0.25	0.07	0.07	0.04	1.1	1.1	1.09	1.09	4.48	0.73	5.08	0.42	0.95	1.28	0.02	0	0.16	0.02	0	0.02	0.04	0	0.84	0.02	0.07	0.38	5680.11	176.92	0.33	3.79	10.7	0.44	0.21	0.28	0.18	0.53	0.24	0.36	0.23	0.57	0.62	0.68	0.75	11.71	0.48	18.07	0.51	0.98	1.21	1.69	1.62	1.72	0.01	0	0.07	0.02	0	0.01	0.03	0	0.89	0.01	0.16	0.51	526.28	465.96
A5	1	5	13	FCCP	15	695	481.06	0.02	12.16	0	23829.95	73.05	0.94	0.17	0.05	0.05	0.03	0.24	0.07	0.07	0.04	1.11	1.1	1.1	1.09	4.43	0.73	4.99	0.42	0.95	1.29	0.02	0	0.16	0.02	0	0.02	0.04	0	0.83	0.02	0.07	0.38	5607.24	169.33	0.34	3.82	10.25	0.44	0.22	0.27	0.19	0.52	0.25	0.34	0.24	0.59	0.64	0.7	0.78	11.33	0.5	17.31	0.51	0.98	1.21	1.73	1.57	1.65	0.01	0	0.07	0.02	0	0.01	0.02	0	0.89	0.01	0.17	0.52	529.78	468.25
A5	1	5	14	FCCP	15	686	457.8	0.02	11.58	0	23925.4	73.11	0.94	0.17	0.05	0.05	0.03	0.24	0.07	0.07	0.04	1.1	1.1	1.1	1.1	4.44	0.73	4.99	0.42	0.95	1.29	0.02	0	0.16	0.02	0	0.02	0.04	0	0.84	0.02	0.07	0.38	5178.34	161.21	0.34	3.75	10.03	0.44	0.22	0.28	0.19	0.52	0.25	0.35	0.24	0.59	0.64	0.69	0.77	11.77	0.5	17.99	0.52	0.98	1.22	1.7	1.62	1.72	0.01	0	0.06	0.02	0	0.01	0.02	0	0.88	0.01	0.16	0.52	530.03	462.11
A6	1	6	1	FCCP	15	833	1473.28	0.04	51.28	0.01	10788.27	137.21	0.97	0.13	0.03	0.03	0.02	0.19	0.05	0.04	0.02	1.11	1.11	1.07	0.96	6.46	0.78	6.94	0.4	0.93	1.18	0.02	0	0.12	0.02	0	0.01	0.03	0	0.83	0.01	0.04	0.47	10988.76	518.71	0.11	4.19	14.96	0.37	0.19	0.21	0.16	0.47	0.23	0.28	0.21	0.32	0.4	0.51	0.63	17.44	0.54	24.7	0.47	0.98	1.26	1.8	1.11	0.98	0.01	0	0.08	0.02	0	0.02	0.03	0	0.92	0.02	0.19	0.42	671.3	474.77
A6	1	6	2	FCCP	15	816	1493.24	0.04	51.04	0.01	10729.43	127.51	0.97	0.13	0.04	0.03	0.02	0.18	0.05	0.04	0.03	1.12	1.1	1.05	0.96	6.2	0.79	6.62	0.4	0.93	1.2	0.02	0	0.13	0.02	0	0.01	0.03	0	0.84	0.02	0.05	0.45	10833.48	525.66	0.12	4.21	14.7	0.36	0.19	0.21	0.16	0.46	0.23	0.27	0.21	0.32	0.4	0.49	0.61	17.72	0.55	24.83	0.46	0.98	1.24	1.82	1.22	1.14	0.01	0	0.08	0.02	0	0.01	0.03	0	0.92	0.02	0.19	0.43	714.05	577.76
A6	1	6	3	FCCP	15	784	1519.63	0.04	53.09	0.01	11576.79	128.95	0.97	0.13	0.04	0.03	0.02	0.18	0.05	0.04	0.03	1.12	1.1	1.06	0.97	6.22	0.79	6.64	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.44	11206.85	534.98	0.12	4.18	14.39	0.37	0.2	0.21	0.17	0.47	0.24	0.28	0.22	0.31	0.38	0.47	0.58	18.14	0.54	25.67	0.46	0.98	1.24	1.73	1.21	1.16	0.01	0	0.08	0.02	0	0.01	0.03	0	0.92	0.02	0.18	0.43	715.34	657.28
A6	1	6	4	FCCP	15	793	1452.57	0.04	49.61	0.01	11104.39	126.2	0.97	0.13	0.04	0.03	0.02	0.18	0.05	0.04	0.03	1.11	1.1	1.04	0.94	6.15	0.79	6.56	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.43	11011.83	511.38	0.12	4.18	14.92	0.39	0.19	0.22	0.16	0.48	0.23	0.29	0.21	0.32	0.39	0.48	0.59	17.55	0.53	25.21	0.46	0.98	1.23	1.73	1.27	1.25	0.01	0	0.08	0.02	0	0.01	0.03	0	0.92	0.02	0.18	0.44	746.41	718.66
A6	1	6	5	FCCP	15	796	1406.11	0.04	47.49	0.01	10877.88	123.21	0.96	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.03	1.11	1.09	1.04	0.95	6.06	0.79	6.47	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.42	10803.87	495.05	0.13	4.2	14.35	0.38	0.19	0.22	0.16	0.48	0.23	0.29	0.21	0.33	0.4	0.49	0.61	17.34	0.53	24.98	0.46	0.98	1.22	1.74	1.33	1.34	0.01	0	0.07	0.02	0	0.01	0.03	0	0.92	0.02	0.19	0.44	775.19	761.83
A6	1	6	6	FCCP	15	794	1357.78	0.04	45.72	0.01	11103.17	121.73	0.96	0.13	0.04	0.03	0.02	0.18	0.06	0.04	0.03	1.11	1.09	1.03	0.95	6.01	0.79	6.42	0.4	0.93	1.23	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.41	10971.26	478.03	0.13	4.19	14.54	0.39	0.19	0.22	0.16	0.49	0.23	0.29	0.21	0.33	0.4	0.49	0.61	17.23	0.52	24.86	0.46	0.98	1.22	1.75	1.35	1.36	0.01	0	0.07	0.02	0	0.01	0.03	0	0.92	0.02	0.19	0.45	799.01	811.17
A6	1	6	7	FCCP	15	783	1313.61	0.03	42.44	0.01	11224.69	119.71	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.05	0.03	1.11	1.09	1.04	0.96	5.94	0.79	6.36	0.4	0.93	1.23	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.41	10693.39	462.47	0.14	4.2	14.48	0.38	0.2	0.22	0.17	0.48	0.24	0.29	0.22	0.34	0.41	0.5	0.62	17.24	0.53	24.79	0.46	0.98	1.22	1.81	1.41	1.44	0.01	0	0.07	0.02	0	0.01	0.03	0	0.93	0.02	0.2	0.46	818.47	831.11
A6	1	6	8	FCCP	15	798	1242.84	0.03	40.13	0.01	12207.89	114.66	0.96	0.14	0.04	0.03	0.02	0.2	0.06	0.05	0.03	1.11	1.08	1.03	0.95	5.77	0.78	6.22	0.41	0.93	1.23	0.02	0	0.14	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.4	10654.13	437.55	0.15	4.19	14.56	0.4	0.19	0.23	0.17	0.49	0.24	0.3	0.22	0.37	0.43	0.53	0.63	16.68	0.52	24.19	0.46	0.98	1.21	1.84	1.48	1.53	0.01	0	0.08	0.02	0	0.01	0.03	0	0.93	0.02	0.2	0.47	769.66	832.04
A6	1	6	9	FCCP	15	792	1010.46	0.03	31.3	0.01	16460.07	100.24	0.95	0.16	0.05	0.04	0.03	0.23	0.07	0.07	0.04	1.1	1.09	1.05	0.99	5.22	0.74	5.81	0.42	0.94	1.26	0.02	0	0.16	0.02	0	0.01	0.04	0	0.84	0.02	0.06	0.38	10860.59	355.78	0.2	4.06	13.63	0.39	0.2	0.23	0.17	0.48	0.24	0.3	0.22	0.41	0.48	0.56	0.65	15.08	0.53	21.45	0.46	0.98	1.21	1.81	1.49	1.53	0.01	0	0.08	0.02	0	0.01	0.03	0	0.92	0.02	0.2	0.47	695.32	807
A6	1	6	10	FCCP	15	780	680.99	0.03	19.81	0.01	19613.51	85.49	0.92	0.19	0.05	0.05	0.03	0.26	0.08	0.09	0.05	1.09	1.08	1.06	1.03	4.71	0.71	5.43	0.42	0.95	1.27	0.02	0	0.15	0.02	0	0.02	0.04	0	0.84	0.02	0.07	0.38	9152.06	239.75	0.28	3.83	11.7	0.43	0.21	0.27	0.18	0.52	0.24	0.34	0.23	0.52	0.57	0.64	0.73	12.32	0.5	18.77	0.49	0.98	1.21	1.77	1.62	1.68	0.01	0	0.08	0.02	0	0.01	0.03	0	0.9	0.02	0.19	0.49	604.4	639.08
